date,store,product,category,units_sold,unit_price,revenue,stock_level,lead_time_days,is_promo,is_weekend,month,weekday
2021-03-24,Store_A,Detergent,Household,50.0,90,4500,304,3,0,0,3,2
2021-03-24,Store_B,Detergent,Household,33.0,90,2970,172,7,0,0,3,2
2021-03-24,Store_C,Detergent,Household,55.0,90,4950,406,3,0,0,3,2
2021-03-24,Store_A,Floor Cleaner,Household,23.0,70,1610,481,5,0,0,3,2
2021-03-24,Store_B,Floor Cleaner,Household,38.0,70,2660,428,5,0,0,3,2
2021-03-24,Store_C,Floor Cleaner,Household,33.0,70,2310,307,3,0,0,3,2
2021-03-25,Store_A,Biscuits,Food,137.0,30,4110,285,7,0,0,3,3
2021-03-25,Store_B,Biscuits,Food,117.0,30,3510,249,3,0,0,3,3
2021-03-25,Store_C,Biscuits,Food,140.0,30,4200,55,7,0,0,3,3
2021-03-25,Store_A,Chips,Food,107.0,20,2140,153,3,0,0,3,3
2021-03-25,Store_B,Chips,Food,106.0,20,2120,284,3,0,0,3,3
2021-03-25,Store_C,Chips,Food,93.0,20,1860,89,3,0,0,3,3
2021-03-25,Store_A,Soft Drinks,Beverage,202.0,40,8080,347,5,0,0,3,3
2021-03-25,Store_B,Soft Drinks,Beverage,177.0,40,7080,186,7,0,0,3,3
2021-03-25,Store_C,Soft Drinks,Beverage,212.0,40,8480,486,5,0,0,3,3
2021-03-25,Store_A,Juice,Beverage,78.0,60,4680,133,5,0,0,3,3
2021-03-25,Store_B,Juice,Beverage,76.0,60,4560,488,5,0,0,3,3
2021-03-25,Store_C,Juice,Beverage,87.0,60,5220,201,5,0,0,3,3
2021-03-25,Store_A,Shampoo,Personal Care,44.0,150,6600,57,7,0,0,3,3
2021-03-25,Store_B,Shampoo,Personal Care,36.0,150,5400,284,7,0,0,3,3
2021-03-25,Store_C,Shampoo,Personal Care,37.0,150,5550,359,3,0,0,3,3
2021-03-25,Store_A,Soap,Personal Care,80.0,50,4000,268,5,0,0,3,3
2021-03-25,Store_B,Soap,Personal Care,81.0,50,4050,322,3,0,0,3,3
2021-03-25,Store_C,Soap,Personal Care,70.0,50,3500,224,5,0,0,3,3
2021-03-25,Store_A,Rice (5kg),Grocery,51.0,280,14280,58,3,0,0,3,3
2021-03-25,Store_B,Rice (5kg),Grocery,66.0,280,18480,493,3,0,0,3,3
2021-03-25,Store_C,Rice (5kg),Grocery,64.0,280,17920,390,3,0,0,3,3
2021-03-25,Store_A,Cooking Oil,Grocery,65.0,120,7800,315,5,0,0,3,3
2021-03-25,Store_B,Cooking Oil,Grocery,56.0,120,6720,114,3,0,0,3,3
2021-03-25,Store_C,Cooking Oil,Grocery,70.0,120,8400,288,5,0,0,3,3
2021-03-25,Store_A,Detergent,Household,55.0,90,4950,282,7,0,0,3,3
2021-03-25,Store_B,Detergent,Household,41.0,90,3690,444,5,0,0,3,3
2021-03-25,Store_C,Detergent,Household,46.0,90,4140,88,3,0,0,3,3
2021-03-25,Store_A,Floor Cleaner,Household,42.0,70,2940,267,5,0,0,3,3
2021-03-25,Store_B,Floor Cleaner,Household,32.0,70,2240,105,5,0,0,3,3
2021-03-25,Store_C,Floor Cleaner,Household,37.0,70,2590,437,3,0,0,3,3
2021-03-26,Store_A,Biscuits,Food,130.0,30,3900,464,5,0,0,3,4
2021-03-26,Store_B,Biscuits,Food,101.0,30,3030,284,7,0,0,3,4
2021-03-26,Store_C,Biscuits,Food,109.0,30,3270,71,3,0,0,3,4
2021-03-26,Store_A,Chips,Food,88.0,20,1760,380,3,0,0,3,4
2021-03-26,Store_B,Chips,Food,94.0,20,1880,111,5,0,0,3,4
2021-03-26,Store_C,Chips,Food,84.0,20,1680,281,3,0,0,3,4
2021-03-26,Store_A,Soft Drinks,Beverage,216.0,40,8640,488,7,0,0,3,4
2021-03-26,Store_B,Soft Drinks,Beverage,198.0,40,7920,341,3,0,0,3,4
2021-03-26,Store_C,Soft Drinks,Beverage,161.0,40,6440,190,7,0,0,3,4
2021-03-26,Store_A,Juice,Beverage,77.0,60,4620,142,5,0,0,3,4
2021-03-26,Store_B,Juice,Beverage,62.0,60,3720,272,7,0,0,3,4
2021-03-26,Store_C,Juice,Beverage,90.0,60,5400,82,5,0,0,3,4
2021-03-26,Store_A,Shampoo,Personal Care,34.0,150,5100,273,5,0,0,3,4
2021-03-26,Store_B,Shampoo,Personal Care,46.0,150,6900,396,3,0,0,3,4
2021-03-26,Store_C,Shampoo,Personal Care,41.0,150,6150,205,7,0,0,3,4
2021-03-26,Store_A,Soap,Personal Care,77.0,50,3850,394,7,0,0,3,4
2021-03-26,Store_B,Soap,Personal Care,,50,3350,471,7,0,0,3,4
2021-03-26,Store_C,Soap,Personal Care,56.0,50,2800,111,3,0,0,3,4
2021-03-26,Store_A,Rice (5kg),Grocery,65.0,280,18200,135,5,0,0,3,4
2021-03-26,Store_B,Rice (5kg),Grocery,56.0,280,15680,441,3,0,0,3,4
2021-03-26,Store_C,Rice (5kg),Grocery,65.0,280,18200,386,5,0,0,3,4
2021-03-26,Store_A,Cooking Oil,Grocery,64.0,120,7680,253,5,0,0,3,4
2021-03-26,Store_B,Cooking Oil,Grocery,41.0,120,4920,456,5,0,0,3,4
2021-03-26,Store_C,Cooking Oil,Grocery,54.0,120,6480,430,3,0,0,3,4
2021-03-26,Store_A,Detergent,Household,52.0,90,4680,163,3,0,0,3,4
2021-03-26,Store_B,Detergent,Household,46.0,90,4140,257,7,0,0,3,4
2021-03-26,Store_C,Detergent,Household,42.0,90,3780,87,3,0,0,3,4
2021-03-26,Store_A,Floor Cleaner,Household,35.0,70,2450,398,3,0,0,3,4
2021-03-26,Store_B,Floor Cleaner,Household,31.0,70,2170,493,7,0,0,3,4
2021-03-26,Store_C,Floor Cleaner,Household,37.0,70,2590,450,7,0,0,3,4
2021-03-27,Store_A,Biscuits,Food,115.0,30,3450,394,7,0,1,3,5
2021-03-27,Store_B,Biscuits,Food,127.0,30,3810,451,7,0,1,3,5
2021-03-27,Store_C,Biscuits,Food,155.0,30,4650,476,7,0,1,3,5
2021-03-27,Store_A,Chips,Food,112.0,20,2240,275,5,0,1,3,5
2021-03-27,Store_B,Chips,Food,100.0,20,2000,259,3,0,1,3,5
2021-03-27,Store_C,Chips,Food,115.0,20,2300,145,5,0,1,3,5
2021-03-27,Store_A,Soft Drinks,Beverage,297.0,40,11880,443,3,0,1,3,5
2021-03-27,Store_B,Soft Drinks,Beverage,269.0,40,10760,381,3,0,1,3,5
2021-03-27,Store_C,Soft Drinks,Beverage,260.0,40,10400,182,7,0,1,3,5
2021-03-27,Store_A,Juice,Beverage,117.0,60,7020,186,5,0,1,3,5
2021-03-27,Store_B,Juice,Beverage,101.0,60,6060,95,5,0,1,3,5
2021-03-27,Store_C,Juice,Beverage,87.0,60,5220,241,7,0,1,3,5
2021-03-27,Store_A,Shampoo,Personal Care,43.0,150,6450,342,5,0,1,3,5
2021-03-27,Store_B,Shampoo,Personal Care,53.0,150,7950,211,7,0,1,3,5
2021-03-27,Store_C,Shampoo,Personal Care,43.0,150,6450,172,5,0,1,3,5
2021-03-27,Store_A,Soap,Personal Care,108.0,50,5400,477,5,0,1,3,5
2021-03-27,Store_B,Soap,Personal Care,87.0,50,4350,361,7,0,1,3,5
2021-03-27,Store_C,Soap,Personal Care,82.0,50,4100,167,3,0,1,3,5
2021-03-27,Store_A,Rice (5kg),Grocery,66.0,280,18480,261,5,0,1,3,5
2021-03-27,Store_B,Rice (5kg),Grocery,81.0,280,22680,162,5,0,1,3,5
2021-03-27,Store_C,Rice (5kg),Grocery,68.0,280,19040,364,3,0,1,3,5
2021-03-27,Store_A,Cooking Oil,Grocery,69.0,120,8280,277,7,0,1,3,5
2021-03-27,Store_B,Cooking Oil,Grocery,77.0,120,9240,407,5,0,1,3,5
2021-03-27,Store_C,Cooking Oil,Grocery,72.0,120,8640,428,3,0,1,3,5
2021-03-27,Store_A,Detergent,Household,58.0,90,5220,406,3,0,1,3,5
2021-03-27,Store_B,Detergent,Household,57.0,90,5130,281,5,0,1,3,5
2021-03-27,Store_C,Detergent,Household,61.0,90,5490,372,5,0,1,3,5
2021-03-27,Store_A,Floor Cleaner,Household,48.0,70,3360,230,7,0,1,3,5
2021-03-27,Store_B,Floor Cleaner,Household,45.0,70,3150,321,5,0,1,3,5
2021-03-27,Store_C,Floor Cleaner,Household,43.0,70,3010,229,7,0,1,3,5
2021-03-28,Store_A,Biscuits,Food,163.0,30,4890,187,7,0,1,3,6
2021-03-28,Store_B,Biscuits,Food,177.0,30,5310,415,7,0,1,3,6
2021-03-28,Store_C,Biscuits,Food,144.0,30,4320,74,7,0,1,3,6
2021-03-28,Store_A,Chips,Food,99.0,20,1980,176,5,0,1,3,6
2021-03-28,Store_B,Chips,Food,103.0,20,2060,274,7,0,1,3,6
2021-03-28,Store_C,Chips,Food,120.0,20,2400,427,7,0,1,3,6
2021-03-28,Store_A,Soft Drinks,Beverage,252.0,40,10080,277,3,0,1,3,6
2021-03-28,Store_B,Soft Drinks,Beverage,242.0,40,9680,190,7,0,1,3,6
2021-03-28,Store_C,Soft Drinks,Beverage,268.0,40,10720,393,3,0,1,3,6
2021-03-28,Store_A,Juice,Beverage,97.0,60,5820,445,5,0,1,3,6
2021-03-28,Store_B,Juice,Beverage,100.0,60,6000,177,5,0,1,3,6
2021-03-28,Store_C,Juice,Beverage,117.0,60,7020,446,7,0,1,3,6
2021-03-28,Store_A,Shampoo,Personal Care,47.0,150,7050,380,3,0,1,3,6
2021-03-28,Store_B,Shampoo,Personal Care,46.0,150,6900,243,3,0,1,3,6
2021-03-28,Store_C,Shampoo,Personal Care,47.0,150,7050,126,3,0,1,3,6
2021-03-28,Store_A,Soap,Personal Care,98.0,50,4900,499,3,0,1,3,6
2021-03-28,Store_B,Soap,Personal Care,95.0,50,4750,206,7,0,1,3,6
2021-03-28,Store_C,Soap,Personal Care,75.0,50,3750,408,5,0,1,3,6
2021-03-28,Store_A,Rice (5kg),Grocery,64.0,280,17920,162,3,0,1,3,6
2021-03-28,Store_B,Rice (5kg),Grocery,78.0,280,21840,214,3,0,1,3,6
2021-03-28,Store_C,Rice (5kg),Grocery,74.0,280,20720,202,3,0,1,3,6
2021-03-28,Store_A,Cooking Oil,Grocery,54.0,120,6480,176,3,0,1,3,6
2021-03-28,Store_B,Cooking Oil,Grocery,59.0,120,7080,141,7,0,1,3,6
2021-03-28,Store_C,Cooking Oil,Grocery,68.0,120,8160,498,3,0,1,3,6
2021-03-28,Store_A,Detergent,Household,43.0,90,3870,244,5,0,1,3,6
2021-03-28,Store_B,Detergent,Household,55.0,90,4950,255,7,0,1,3,6
2021-03-28,Store_C,Detergent,Household,52.0,90,4680,142,3,0,1,3,6
2021-03-28,Store_A,Floor Cleaner,Household,42.0,70,2940,459,3,0,1,3,6
2021-03-28,Store_B,Floor Cleaner,Household,52.0,70,3640,51,7,0,1,3,6
2021-03-28,Store_C,Floor Cleaner,Household,51.0,70,3570,391,3,0,1,3,6
2021-03-29,Store_A,Biscuits,Food,118.0,30,3540,167,3,0,0,3,0
2021-03-29,Store_B,Biscuits,Food,121.0,30,3630,138,5,0,0,3,0
2021-03-29,Store_C,Biscuits,Food,118.0,30,3540,319,3,0,0,3,0
2021-03-29,Store_A,Chips,Food,90.0,20,1800,198,5,0,0,3,0
2021-03-29,Store_B,Chips,Food,94.0,20,1880,389,3,0,0,3,0
2021-03-29,Store_C,Chips,Food,92.0,20,1840,269,7,0,0,3,0
2021-03-29,Store_A,Soft Drinks,Beverage,191.0,40,7640,199,5,0,0,3,0
2021-03-29,Store_B,Soft Drinks,Beverage,205.0,40,8200,162,7,0,0,3,0
2021-03-29,Store_C,Soft Drinks,Beverage,176.0,40,7040,126,7,0,0,3,0
2021-03-29,Store_A,Juice,Beverage,89.0,60,5340,426,5,0,0,3,0
2021-03-29,Store_B,Juice,Beverage,71.0,60,4260,368,3,0,0,3,0
2021-03-29,Store_C,Juice,Beverage,65.0,60,3900,143,7,0,0,3,0
2021-03-29,Store_A,Shampoo,Personal Care,37.0,150,5550,205,3,0,0,3,0
2021-03-29,Store_B,Shampoo,Personal Care,38.0,150,5700,476,3,0,0,3,0
2021-03-29,Store_C,Shampoo,Personal Care,49.0,150,7350,392,7,0,0,3,0
2021-03-29,Store_A,Soap,Personal Care,53.0,50,2650,234,3,0,0,3,0
2021-03-29,Store_B,Soap,Personal Care,55.0,50,2750,429,5,0,0,3,0
2021-03-29,Store_C,Soap,Personal Care,68.0,50,3400,405,7,0,0,3,0
2021-03-29,Store_A,Rice (5kg),Grocery,55.0,280,15400,370,5,0,0,3,0
2021-03-29,Store_B,Rice (5kg),Grocery,61.0,280,17080,483,5,0,0,3,0
2021-03-29,Store_C,Rice (5kg),Grocery,66.0,280,18480,128,5,0,0,3,0
2021-03-29,Store_A,Cooking Oil,Grocery,66.0,120,7920,100,5,0,0,3,0
2021-03-29,Store_B,Cooking Oil,Grocery,52.0,120,6240,155,3,0,0,3,0
2021-03-29,Store_C,Cooking Oil,Grocery,38.0,120,4560,365,5,0,0,3,0
2021-03-29,Store_A,Detergent,Household,47.0,90,4230,316,5,0,0,3,0
2021-03-29,Store_B,Detergent,Household,42.0,90,3780,88,7,0,0,3,0
2021-03-29,Store_C,Detergent,Household,39.0,90,3510,338,3,0,0,3,0
2021-03-29,Store_A,Floor Cleaner,Household,33.0,70,2310,195,3,0,0,3,0
2021-03-29,Store_B,Floor Cleaner,Household,29.0,70,2030,177,7,0,0,3,0
2021-03-29,Store_C,Floor Cleaner,Household,40.0,70,2800,360,3,0,0,3,0
2021-03-30,Store_A,Biscuits,Food,192.0,30,5760,308,7,1,0,3,1
2021-03-30,Store_B,Biscuits,Food,155.0,30,4650,464,5,1,0,3,1
2021-03-30,Store_C,Biscuits,Food,156.0,30,4680,320,3,1,0,3,1
2021-03-30,Store_A,Chips,Food,128.0,20,2560,165,5,1,0,3,1
2021-03-30,Store_B,Chips,Food,101.0,20,2020,131,3,1,0,3,1
2021-03-30,Store_C,Chips,Food,117.0,20,2340,137,5,1,0,3,1
2021-03-30,Store_A,Soft Drinks,Beverage,254.0,40,10160,203,7,1,0,3,1
2021-03-30,Store_B,Soft Drinks,Beverage,221.0,40,8840,471,5,1,0,3,1
2021-03-30,Store_C,Soft Drinks,Beverage,256.0,40,10240,339,3,1,0,3,1
2021-03-30,Store_A,Juice,Beverage,98.0,60,5880,435,3,1,0,3,1
2021-03-30,Store_B,Juice,Beverage,113.0,60,6780,137,7,1,0,3,1
2021-03-30,Store_C,Juice,Beverage,111.0,60,6660,445,5,1,0,3,1
2021-03-30,Store_A,Shampoo,Personal Care,62.0,150,9300,431,3,1,0,3,1
2021-03-30,Store_B,Shampoo,Personal Care,50.0,150,7500,329,5,1,0,3,1
2021-03-30,Store_C,Shampoo,Personal Care,55.0,150,8250,257,3,1,0,3,1
2021-03-30,Store_A,Soap,Personal Care,108.0,50,5400,201,5,1,0,3,1
2021-03-30,Store_B,Soap,Personal Care,109.0,50,5450,287,3,1,0,3,1
2021-03-30,Store_C,Soap,Personal Care,123.0,50,6150,124,7,1,0,3,1
2021-03-30,Store_A,Rice (5kg),Grocery,81.0,280,22680,386,5,1,0,3,1
2021-03-30,Store_B,Rice (5kg),Grocery,77.0,280,21560,103,7,1,0,3,1
2021-03-30,Store_C,Rice (5kg),Grocery,91.0,280,25480,436,5,1,0,3,1
2021-03-30,Store_A,Cooking Oil,Grocery,63.0,120,7560,236,5,1,0,3,1
2021-03-30,Store_B,Cooking Oil,Grocery,80.0,120,9600,399,5,1,0,3,1
2021-03-30,Store_C,Cooking Oil,Grocery,64.0,120,7680,465,5,1,0,3,1
2021-03-30,Store_A,Detergent,Household,,90,4590,171,5,1,0,3,1
2021-03-30,Store_B,Detergent,Household,70.0,90,6300,179,3,1,0,3,1
2021-03-30,Store_C,Detergent,Household,72.0,90,6480,357,7,1,0,3,1
2021-03-30,Store_A,Floor Cleaner,Household,49.0,70,3430,442,5,1,0,3,1
2021-03-30,Store_B,Floor Cleaner,Household,54.0,70,3780,122,3,1,0,3,1
2021-03-30,Store_C,Floor Cleaner,Household,46.0,70,3220,405,3,1,0,3,1
2021-03-31,Store_A,Biscuits,Food,176.0,30,5280,253,5,1,0,3,2
2021-03-31,Store_B,Biscuits,Food,142.0,30,4260,348,7,1,0,3,2
2021-03-31,Store_C,Biscuits,Food,146.0,30,4380,175,7,1,0,3,2
2021-03-31,Store_A,Chips,Food,119.0,20,2380,56,3,1,0,3,2
2021-03-31,Store_B,Chips,Food,135.0,20,2700,260,5,1,0,3,2
2021-03-31,Store_C,Chips,Food,124.0,20,2480,214,3,1,0,3,2
2021-03-31,Store_A,Soft Drinks,Beverage,243.0,40,9720,111,3,1,0,3,2
2021-03-31,Store_B,Soft Drinks,Beverage,276.0,40,11040,430,3,1,0,3,2
2021-03-31,Store_C,Soft Drinks,Beverage,267.0,40,10680,237,5,1,0,3,2
2021-03-31,Store_A,Juice,Beverage,122.0,60,7320,412,3,1,0,3,2
2021-03-31,Store_B,Juice,Beverage,93.0,60,5580,86,3,1,0,3,2
2021-03-31,Store_C,Juice,Beverage,104.0,60,6240,138,3,1,0,3,2
2021-03-31,Store_A,Shampoo,Personal Care,55.0,150,8250,174,5,1,0,3,2
2021-03-31,Store_B,Shampoo,Personal Care,47.0,150,7050,370,5,1,0,3,2
2021-03-31,Store_C,Shampoo,Personal Care,50.0,150,7500,320,7,1,0,3,2
2021-03-31,Store_A,Soap,Personal Care,96.0,50,4800,490,3,1,0,3,2
2021-03-31,Store_B,Soap,Personal Care,99.0,50,4950,90,7,1,0,3,2
2021-03-31,Store_C,Soap,Personal Care,74.0,50,3700,120,7,1,0,3,2
2021-03-31,Store_A,Rice (5kg),Grocery,73.0,280,20440,274,7,1,0,3,2
2021-03-31,Store_B,Rice (5kg),Grocery,80.0,280,22400,237,5,1,0,3,2
2021-03-31,Store_C,Rice (5kg),Grocery,102.0,280,28560,213,3,1,0,3,2
2021-03-31,Store_A,Cooking Oil,Grocery,88.0,120,10560,384,5,1,0,3,2
2021-03-31,Store_B,Cooking Oil,Grocery,75.0,120,9000,245,5,1,0,3,2
2021-03-31,Store_C,Cooking Oil,Grocery,57.0,120,6840,257,5,1,0,3,2
2021-03-31,Store_A,Detergent,Household,69.0,90,6210,279,5,1,0,3,2
2021-03-31,Store_B,Detergent,Household,63.0,90,5670,150,3,1,0,3,2
2021-03-31,Store_C,Detergent,Household,66.0,90,5940,216,5,1,0,3,2
2021-03-31,Store_A,Floor Cleaner,Household,37.0,70,2590,306,7,1,0,3,2
2021-03-31,Store_B,Floor Cleaner,Household,59.0,70,4130,237,3,1,0,3,2
2021-03-31,Store_C,Floor Cleaner,Household,53.0,70,3710,453,5,1,0,3,2
2021-04-01,Store_A,Biscuits,Food,91.0,30,2730,315,5,0,0,4,3
2021-04-01,Store_B,Biscuits,Food,140.0,30,4200,389,3,0,0,4,3
2021-04-01,Store_C,Biscuits,Food,124.0,30,3720,320,3,0,0,4,3
2021-04-01,Store_A,Chips,Food,82.0,20,1640,77,7,0,0,4,3
2021-04-01,Store_B,Chips,Food,110.0,20,2200,148,3,0,0,4,3
2021-04-01,Store_C,Chips,Food,102.0,20,2040,172,7,0,0,4,3
2021-04-01,Store_A,Soft Drinks,Beverage,206.0,40,8240,483,3,0,0,4,3
2021-04-01,Store_B,Soft Drinks,Beverage,230.0,40,9200,247,5,0,0,4,3
2021-04-01,Store_C,Soft Drinks,Beverage,203.0,40,8120,97,3,0,0,4,3
2021-04-01,Store_A,Juice,Beverage,75.0,60,4500,179,3,0,0,4,3
2021-04-01,Store_B,Juice,Beverage,80.0,60,4800,427,3,0,0,4,3
2021-04-01,Store_C,Juice,Beverage,73.0,60,4380,436,3,0,0,4,3
2021-04-01,Store_A,Shampoo,Personal Care,42.0,150,6300,339,7,0,0,4,3
2021-04-01,Store_B,Shampoo,Personal Care,42.0,150,6300,123,5,0,0,4,3
2021-04-01,Store_C,Shampoo,Personal Care,36.0,150,5400,399,5,0,0,4,3
2021-04-01,Store_A,Soap,Personal Care,76.0,50,3800,81,5,0,0,4,3
2021-04-01,Store_B,Soap,Personal Care,76.0,50,3800,64,3,0,0,4,3
2021-04-01,Store_C,Soap,Personal Care,66.0,50,3300,477,5,0,0,4,3
2021-04-01,Store_A,Rice (5kg),Grocery,69.0,280,19320,166,7,0,0,4,3
2021-04-01,Store_B,Rice (5kg),Grocery,49.0,280,13720,325,3,0,0,4,3
2021-04-01,Store_C,Rice (5kg),Grocery,71.0,280,19880,403,5,0,0,4,3
2021-04-01,Store_A,Cooking Oil,Grocery,59.0,120,7080,463,3,0,0,4,3
2021-04-01,Store_B,Cooking Oil,Grocery,61.0,120,7320,296,3,0,0,4,3
2021-04-01,Store_C,Cooking Oil,Grocery,51.0,120,6120,494,5,0,0,4,3
2021-04-01,Store_A,Detergent,Household,50.0,90,4500,463,3,0,0,4,3
2021-04-01,Store_B,Detergent,Household,37.0,90,3330,153,7,0,0,4,3
2021-04-01,Store_C,Detergent,Household,41.0,90,3690,327,3,0,0,4,3
2021-04-01,Store_A,Floor Cleaner,Household,35.0,70,2450,68,7,0,0,4,3
2021-04-01,Store_B,Floor Cleaner,Household,35.0,70,2450,72,7,0,0,4,3
2021-04-01,Store_C,Floor Cleaner,Household,31.0,70,2170,62,3,0,0,4,3
2021-04-02,Store_A,Biscuits,Food,127.0,30,3810,468,3,0,0,4,4
2021-04-02,Store_B,Biscuits,Food,121.0,30,3630,336,3,0,0,4,4
2021-04-02,Store_C,Biscuits,Food,,30,3060,364,3,0,0,4,4
2021-04-02,Store_A,Chips,Food,77.0,20,1540,161,5,0,0,4,4
2021-04-02,Store_B,Chips,Food,89.0,20,1780,427,3,0,0,4,4
2021-04-02,Store_C,Chips,Food,75.0,20,1500,154,3,0,0,4,4
2021-04-02,Store_A,Soft Drinks,Beverage,184.0,40,7360,404,5,0,0,4,4
2021-04-02,Store_B,Soft Drinks,Beverage,174.0,40,6960,187,7,0,0,4,4
2021-04-02,Store_C,Soft Drinks,Beverage,176.0,40,7040,499,7,0,0,4,4
2021-04-02,Store_A,Juice,Beverage,76.0,60,4560,302,3,0,0,4,4
2021-04-02,Store_B,Juice,Beverage,78.0,60,4680,359,7,0,0,4,4
2021-04-02,Store_C,Juice,Beverage,56.0,60,3360,363,5,0,0,4,4
2021-04-02,Store_A,Shampoo,Personal Care,,150,6000,330,7,0,0,4,4
2021-04-02,Store_B,Shampoo,Personal Care,46.0,150,6900,302,7,0,0,4,4
2021-04-02,Store_C,Shampoo,Personal Care,41.0,150,6150,52,7,0,0,4,4
2021-04-02,Store_A,Soap,Personal Care,78.0,50,3900,285,7,0,0,4,4
2021-04-02,Store_B,Soap,Personal Care,58.0,50,2900,191,7,0,0,4,4
2021-04-02,Store_C,Soap,Personal Care,62.0,50,3100,58,5,0,0,4,4
2021-04-02,Store_A,Rice (5kg),Grocery,51.0,280,14280,485,7,0,0,4,4
2021-04-02,Store_B,Rice (5kg),Grocery,70.0,280,19600,221,5,0,0,4,4
2021-04-02,Store_C,Rice (5kg),Grocery,64.0,280,17920,289,7,0,0,4,4
2021-04-02,Store_A,Cooking Oil,Grocery,54.0,120,6480,262,7,0,0,4,4
2021-04-02,Store_B,Cooking Oil,Grocery,,120,6480,125,3,0,0,4,4
2021-04-02,Store_C,Cooking Oil,Grocery,51.0,120,6120,126,5,0,0,4,4
2021-04-02,Store_A,Detergent,Household,41.0,90,3690,363,7,0,0,4,4
2021-04-02,Store_B,Detergent,Household,43.0,90,3870,137,7,0,0,4,4
2021-04-02,Store_C,Detergent,Household,41.0,90,3690,77,3,0,0,4,4
2021-04-02,Store_A,Floor Cleaner,Household,34.0,70,2380,115,5,0,0,4,4
2021-04-02,Store_B,Floor Cleaner,Household,31.0,70,2170,250,3,0,0,4,4
2021-04-02,Store_C,Floor Cleaner,Household,39.0,70,2730,191,3,0,0,4,4
2021-04-03,Store_A,Biscuits,Food,197.0,30,5910,201,5,1,1,4,5
2021-04-03,Store_B,Biscuits,Food,192.0,30,5760,495,3,1,1,4,5
2021-04-03,Store_C,Biscuits,Food,186.0,30,5580,92,7,1,1,4,5
2021-04-03,Store_A,Chips,Food,165.0,20,3300,174,5,1,1,4,5
2021-04-03,Store_B,Chips,Food,187.0,20,3740,112,5,1,1,4,5
2021-04-03,Store_C,Chips,Food,160.0,20,3200,98,7,1,1,4,5
2021-04-03,Store_A,Soft Drinks,Beverage,407.0,40,16280,143,3,1,1,4,5
2021-04-03,Store_B,Soft Drinks,Beverage,308.0,40,12320,350,5,1,1,4,5
2021-04-03,Store_C,Soft Drinks,Beverage,299.0,40,11960,283,5,1,1,4,5
2021-04-03,Store_A,Juice,Beverage,131.0,60,7860,113,5,1,1,4,5
2021-04-03,Store_B,Juice,Beverage,150.0,60,9000,477,7,1,1,4,5
2021-04-03,Store_C,Juice,Beverage,141.0,60,8460,206,7,1,1,4,5
2021-04-03,Store_A,Shampoo,Personal Care,55.0,150,8250,137,3,1,1,4,5
2021-04-03,Store_B,Shampoo,Personal Care,57.0,150,8550,388,5,1,1,4,5
2021-04-03,Store_C,Shampoo,Personal Care,82.0,150,12300,330,5,1,1,4,5
2021-04-03,Store_A,Soap,Personal Care,119.0,50,5950,122,5,1,1,4,5
2021-04-03,Store_B,Soap,Personal Care,133.0,50,6650,110,3,1,1,4,5
2021-04-03,Store_C,Soap,Personal Care,117.0,50,5850,57,5,1,1,4,5
2021-04-03,Store_A,Rice (5kg),Grocery,91.0,280,25480,151,5,1,1,4,5
2021-04-03,Store_B,Rice (5kg),Grocery,91.0,280,25480,319,5,1,1,4,5
2021-04-03,Store_C,Rice (5kg),Grocery,88.0,280,24640,59,3,1,1,4,5
2021-04-03,Store_A,Cooking Oil,Grocery,67.0,120,8040,160,3,1,1,4,5
2021-04-03,Store_B,Cooking Oil,Grocery,98.0,120,11760,106,3,1,1,4,5
2021-04-03,Store_C,Cooking Oil,Grocery,99.0,120,11880,320,7,1,1,4,5
2021-04-03,Store_A,Detergent,Household,65.0,90,5850,378,5,1,1,4,5
2021-04-03,Store_B,Detergent,Household,83.0,90,7470,90,7,1,1,4,5
2021-04-03,Store_C,Detergent,Household,90.0,90,8100,300,3,1,1,4,5
2021-04-03,Store_A,Floor Cleaner,Household,64.0,70,4480,449,3,1,1,4,5
2021-04-03,Store_B,Floor Cleaner,Household,57.0,70,3990,149,3,1,1,4,5
2021-04-03,Store_C,Floor Cleaner,Household,61.0,70,4270,451,7,1,1,4,5
2021-04-04,Store_A,Biscuits,Food,135.0,30,4050,256,7,0,1,4,6
2021-04-04,Store_B,Biscuits,Food,179.0,30,5370,349,5,0,1,4,6
2021-04-04,Store_C,Biscuits,Food,163.0,30,4890,414,7,0,1,4,6
2021-04-04,Store_A,Chips,Food,94.0,20,1880,189,5,0,1,4,6
2021-04-04,Store_B,Chips,Food,107.0,20,2140,278,7,0,1,4,6
2021-04-04,Store_C,Chips,Food,89.0,20,1780,389,3,0,1,4,6
2021-04-04,Store_A,Soft Drinks,Beverage,235.0,40,9400,369,3,0,1,4,6
2021-04-04,Store_B,Soft Drinks,Beverage,289.0,40,11560,175,5,0,1,4,6
2021-04-04,Store_C,Soft Drinks,Beverage,244.0,40,9760,165,3,0,1,4,6
2021-04-04,Store_A,Juice,Beverage,107.0,60,6420,63,3,0,1,4,6
2021-04-04,Store_B,Juice,Beverage,98.0,60,5880,374,3,0,1,4,6
2021-04-04,Store_C,Juice,Beverage,86.0,60,5160,154,7,0,1,4,6
2021-04-04,Store_A,Shampoo,Personal Care,39.0,150,5850,143,5,0,1,4,6
2021-04-04,Store_B,Shampoo,Personal Care,48.0,150,7200,193,3,0,1,4,6
